complaint_id,date,product,sub_product,company,state,channel,narrative,word_count
10359377,2024-10-05,Student loan,Federal student loan servicing,"Maximus Federal Services, Inc.",WA,Web,"On two occasions, most recently on [DATE] /year>, I submitted a request to change the bank account from which my automatic payments ( AutoPay ) are debited. I received confirmation from the online system indicating that the change had been completed as well as an email that a change had been made. Upon logging into my account on XXXXone day prior to the next payment being withdrawnthe old account was still reflected as the source of the next payment as if no change had been requested. To repeat, this was the second time this has occurred since my loans were sold/moved to Maximus Education XXXXAidvantage . The first time was only resolved after various discussions with customer service that while confirmed through the online screen flow, a change is only considered processed days or weeks later by a separate notification ( I was told through a [DATE] /year> chat with a representative that it took 11 days at the time and have attached the transcript ). This means a borrower has to make a request and wait a random amount of timepossibly past their next payment dateto find out whether they will get lucky and have their payment deducted from the correct account. That first occurrence caused an issue for me because the original AutoPay account had been closed ( hence the change request ), so I had to make a manual payment from the correct account to keep from being reported late. This seemed suspiciously like a revenue generation technique to force borrowers toward default. Regardless, any competent financial institution should require no more than 24 hours notice to update which account a payment will be withdrawn from and should be able to clearly delineate how that process works. To prove my point, I never had a single issue with changing my payment account before my loans were sold to Maximus.",312
15475030,2025-08-23,Vehicle or consumer loan,Loan,"Exeter Finance, LLC.",VA,Web,"Exeter Finance Company makes high-interest rate auto loans. I am trying to pay off the full amount of an existing loan, and Exeter is, deliberately I think, making it difficult to impossible to do that in the following ways : 1 ) there is no address on their website for where to send a payment ; 2 ) they do not accept more than [AMOUNT] in payments either online or over the phone ; 3 ) they do not accept more than two payments every 2-3 days either online or over the phone ; 4 ) they do not accept wire transfers at all. After 5 different phone calls to their customer service number, I have learned that the only way to submit payment of the full payout amount in full is to send a paper check through the U.S. mail to a well-hidden address in Texas and hope that it gets there and is properly applied. This is beyond absurd when dealing with an amount over [AMOUNT] . I am forced to conclude that Exeter puts logistical barriers in the way of paying off these loans because it doesnt * want * them to be paid off. Why would they? They are making a lovely profit charging 15 % interest on the loan, and they dont want the borrowers to be able to get out from under that. Exeter Finance is a scam.",234
15365826,2025-08-18,Credit card,General-purpose credit card or charge card,CAPITAL ONE FINANCIAL CORPORATION,CA,Web,I applied for a secured credit card with capital one. They approved the application and I made a deposit in the amount of [REDACTED] . I then received a letter stating they closed the account. I called and requested a refund for the deposit as I never received a card and they closed the account. Now capital one is refusing to return my [REDACTED] $ deposit.,66
8736315,2024-04-09,Payday/title/personal loan,Installment loan,MoneyLion Inc.,CA,Web,"It is a money borrowing app, when I paid back I end up paying too much for the fees and interests and stuff that's why I ended up not able to have no more money to pay jt back more and more.",42
12361039,2025-03-08,Debt collection,I do not know,Resurgent Capital Services L.P.,PA,Web,"To whom it may concern : I recently received a copy of my credit report.i am concerned about the accuracy of the information being reported. Please investigate the following accounts as I dont believe the information to be accurate. 1 please remove the following inaccurate addresses from my credit report : LVNV FUNDING LLC, [DATE] / [REDACTED] According to the FCRA, accounts that have been disputed by the consumer must be noted as such. Your failure to investigate this account, and notate it as such, is a violation of the Fair Credit Reporting Act. Please remove immediately",97
8085884,2023-12-31,Prepaid card,General-purpose prepaid card,AMERICAN EXPRESS COMPANY,CA,Web,[DATE] : Attempted to use the card to make a bid on [REDACTED] - declined [DATE] : Attempted to add the card to my [REDACTED] - declined [DATE] : Attempted to make an online purchase with a vendor that takes [REDACTED] declined Phone support is entirely automated. My money is effectively locked away in an unusable virtual card.,58
15932800,2025-09-14,Credit card,General-purpose credit card or charge card,CAPITAL ONE FINANCIAL CORPORATION,NJ,Web,"I am writing to formally request a review of my profile in Capital Ones internal system, which currently prevents me from opening any new accounts. I was informed that this restriction stems from a violation of the Terms and Conditions. However, I would like to respectfully clarify that all of my obligations with Capital One have been satisfied in full, and there are no outstanding balances or disputes on my record. Despite this, I continue to receive prequalification offers from Capital One, which indicates that my credit profile otherwise meets your lending criteria. Unfortunately, once I apply, the internal block prevents further consideration. This situation is confusing and discouraging, as I have demonstrated financial responsibility by paying in full and maintaining a strong credit standing. I am respectfully requesting the following : 1. A detailed explanation of the reason ( s ) my profile remains restricted. 2. A formal review of my account history to determine whether reinstatement is possible. 3. Written confirmation of your decision, so I may have a clear record moving forward. I greatly value Capital Ones reputation and would like the opportunity to rebuild a positive relationship with your company. Please consider my request for review and provide guidance on the steps I may take to be reconsidered as a customer. Thank you for your time and attention to this matter. I look forward to your response.",231
9196072,2024-06-06,Debt or credit management,Debt settlement,"RentDebt Automated Collections, LLC",FL,Web,"On [DATE] , I called the debt collection company to inquire about the debt associated with a shared lease agreement for an apartment I previously rented. During this conversation, I was informed that the debt amounts to approximately [AMOUNT] to [AMOUNT] . This range was provided by the companys representative. However, I believe there may be inaccuracies or discrepancies in this amount. My guardian had to include my name and my younger sisters name on the lease in order to be approved for the apartment. Despite our names being on the lease, we were not responsible for the rent payments. The terms of the lease and the financial responsibilities of each tenant were not clearly disclosed at the time of signing the lease agreement, leading to confusion regarding the debt amount and shared responsibilities. Additionally, the customer service provided was vague and did not offer a satisfactory explanation or follow-up.",150
12449699,2025-03-12,Debt or credit management,Debt settlement,Turnbull Law Group,NJ,Web,"Turnbull Law Group promised to reduce my debt through negotiation and structured payments. They advised my credit score would not be negatively affected. I am in a [REDACTED] and my loan and credit card debt became a burden. I had a perfect payment score with NO late payments before hiring Turnbull Law Group. I sent an email on [DATE] /year> cancelling my service with them, despite that, they continued to withdraw money. They withdrew [AMOUNT] from my checking account and paid only [AMOUNT] toward my accounts. My credit is ruined and the lienholders are threatening to sue me. I have been paying what I can. My concern is my credit rating which I have worked so hard to improve. I feel that I am the victim of fraud, and would like to know if something can be done to correct my rating and negotiate a settlement with then companies. I would like the monies paid to Turnbull to be used to pay my debt as agreed instead of being used for unwarranted fees.",173
9805117,2024-08-14,Vehicle or consumer loan,Loan,NAVY FEDERAL CREDIT UNION,MD,Web,"Approximately [DATE] , I was given a payment plan by the supervisor of the auto loan department to become in good standings with my delinquent loan. The loan was delinquent due to water being put into my car by [REDACTED] after speaking with navy federal about buying my car without my permission. [REDACTED] navy federal to ask to purchase my vehicle and navy federal agreed without my permission. My vehicle sat at the [REDACTED] dealership with them telling me that my vehicle didnt belong to me but belonged to navy federal. This was the first attempt to steal my vehicle by [REDACTED] and navy federal. Navy federal was paid by me to have GAP insurance placed on my vehicle which I was told that the GAP did not cover the mysterious water damage that they claimed caused my vehicle to not work WHEN IT STATES THAT THE VEHICLE SHOULD BE COVERED DUE TO NATURAL DISASTERS. Navy Federal claimed my car was a total loss along with [REDACTED] . I then had to continue to pay my auto loan. My taxes were deposited into my account but taken without my permission in full and placed on my auto loan by navy federal. I called and asked for my money back so that I may fix my vehicle and for them to only take the money agreed to pay the payment plan but nothing was resolved. I was yelled at by the same supervisor and told that she would now send my delinquency to collections and I was then locked out of my navy federal checking account and left with a savings only. Till this day I have no access to the account and have no checking account. My vehicle was then towed from [REDACTED] to my home by me after paying a [AMOUNT] fee only to [REDACTED] after it sat there for months accumulating a storage fee of [AMOUNT] . My vehicle was then taken from my home by navy federal in [DATE] , no repossession notice was given in any form so I thought that it was stolen. [REDACTED] Police could not locate the vehicle. Recently [DATE] , I was contacted by New Jersey police department stating that my vehicle was in the impound for illegal parking and for me to come pick it up. Seeing that my vehicle was repossessed and totaled I am unsure how ended up in",400
23042469,2026-06-09,Debt or credit management,Mortgage modification or foreclosure avoidance,"McCarthy & Holthus, LLP",CO,Web,"This complaint concerns the handling of the foreclosure sale of [REDACTED] , conducted under Public Trustee Sale No. [REDACTED] . Before the foreclosure sale, I notified [REDACTED] ( [REDACTED] and [REDACTED] ), The [REDACTED] , The [REDACTED] Treasurer, and The [REDACTED] I notified all parties that I am the Personal representative for Probate matters for the Estate of [REDACTED] , Estate of [REDACTED] , and the Estate of [REDACTED] . [REDACTED] . I provided certified probate documents, recorded ownership documents, and written notice that my fathers separate tenantincommon interest was not encumbered by the [REDACTED] Deed of Trust. All parties were aware yet they proceeded unlawfully. and even ignored my written notice, they issued a Certificate of Purchase claiming 100 % of the property was encumbered, which is false. I am requesting an investigation into the servicing practices, foreclosure process, and conduct that led to this sale, as well as the handling of notices, communications, and statutory obligations.",158
8383864,2024-02-20,Debt collection,Rental debt,"FAIR COLLECTIONS & OUTSOURCING, INC.",CA,Web,They sent a letter and stated I had a certain time to reply. I certified mail them a letter letting them know that this was not my debt. But they keep threating to put it on my credit report.,39
17959714,2025-11-27,Checking or savings account,Savings account,AMERICAN EXPRESS COMPANY,AZ,Web,"On [DATE] I received an unsolicited offer to earn a [AMOUNT] bonus for opening an American Express High Yield Savings Account ( HYSA ). The following timeline applies : [REDACTED] ) [DATE] /year> - Offer received ( terms shown on page 6 of email ) 2 ) [DATE] /year> - Account opened [REDACTED] ) [DATE] /year> - Linkage to my bank ( [REDACTED] ) confirmed by Amex 4 ) [DATE] /year> - Deposit of [AMOUNT] confirmed by Amex 5 ) [DATE] /year> - Follow up on status of bonus payment resulted in denial by Amex, claiming I failed to meet the 30 day deposit window after account opening. I have attached confirming emails for each of events 1 through 4 above.",121
16249025,2025-09-29,Money transfer or virtual currency,Domestic (US) money transfer,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,Web,Placed an insurance claim on [DATE] /year>. The [REDACTED] has been refusing to provide fair coverage despite of proof of documents and evidence. Companys [REDACTED] has been contacted several times but refuses to communicate with me. Claim : [REDACTED],39
11659267,2025-01-17,Debt collection,I do not know,TRANSWORLD SYSTEMS INC,GA,Web,"I am writing regarding the above-referenced account. Under 15 U.S. Code 1692c of the Fair Debt Collection Practices Act ( FDCPA ), I am formally requesting that you cease all communication with me regarding this debt, except as permitted by law. Under 1692c, debt collectors must respect a consumers request to cease communication. Therefore, I demand that you immediately stop all communication regarding this account unless : You confirm that no further collection efforts will be made, You notify me of specific actions you intend to take, such as filing a lawsuit, or You provide legal notice as required by law. Please note, this letter does not constitute acknowledgment of the debts validity. If you believe this debt is legitimate, I request full validation under 15 U.S. Code 1692g ( b ), including documentation to verify the debt and your authority to collect it. Failure to comply with this cease-and-desist request may result in my filing a formal complaint with the Consumer Financial Protection Bureau ( CFPB ) , the Federal Trade Commission ( FTC ) , and the Georgia Attorney Generals office for violations of the FDCPA. Thank you for your prompt attention to this matter. I expect written confirmation of your receipt of this letter and your intention to comply.",212
8823374,2024-04-21,Credit card,General-purpose credit card or charge card,AMERICAN EXPRESS COMPANY,GA,Web,"I applied for a Amex Card, and I had a very high score of [REDACTED] . I was given 4 reasons for being denied of which NONE matched my credit report. I asked them for a reinvestigation, and I was denied. This company fraudulently denied me and gave me false reasons for denying me. The attached report was from the time period they pulled my credit. This company blatantly lied and refused to fix the error.",76
21028599,2026-04-07,Debt collection,Credit card debt,ENCORE CAPITAL GROUP INC.,OR,Web,"I am submitting this complaint regarding ongoing collection activity by Midland Credit Management related to an alleged credit card debt originally associated with [REDACTED] I dispute this debt and do not acknowledge liability. Pursuant to my rights under the Fair Debt Collection Practices Act, including 15 U.S.C. Code 1692c, I requested that Midland Credit Management cease communication with me due to my financial hardship and current unemployment, which resulted from loss of federal funding impacting my employment. Despite this request, I have continued to receive repeated communications, including mailed notices within the past two months. Additionally, prior to this, I received multiple phone calls regarding this matter. This continued contact after my request raises concerns under 15 U.S.C. Code 1692c and 1692d. During a communication on or around [DATE] , via Midland Credit Managements chat system, I attempted to better understand the nature of this alleged debt. During this interaction, I was repeatedly pressured to enter into a payment arrangement of approximately [AMOUNT] per month. Despite clearly declining and expressing that I was unable to make such payments, I was persistently encouraged to agree to these terms. I felt forced and uncomfortable during this interaction. I also requested to escalate the matter to a supervisor or manager, which was denied. I was informed by a representative identified as [REDACTED] that if I did not make a payment or enter into an agreement, collection efforts would continue regardless of my request for them to cease contact. Additionally, in [DATE] , I called the phone number provided to me ( [REDACTED] ) after being informed that my account was restricted. During this interaction, I felt unsafe, targeted, and unheard. I was also informed that failure to resolve the alleged debt could result in further action, which I perceived as a threat of legal action. I am concerned that these actions may constitute unfair, deceptive, or abusive acts or practices, potentially in violation of Sections 1031 ( a ) and 1036 ( a ) of the Consumer Financial Protection Act ( 12 U.S.C. 5531 ( a ) and 5536 ( a ) ). I am requesting that this matter be investigated, that proper validation of the alleged debt be provided, and that my request to cease communication be honored in accordance with federal law. I am also requesting that this account be reviewed for appropriate resolution, including potential removal or correction, given the",400
18550775,2026-01-07,Debt collection,Other debt,"Robert L. Tankel, P.A.",FL,Web,I paid my HOA late. We changed management companies and I sent it to the wrong company When we realized we went to HOA office and they said they had just sent us to collection but they took our payment and gave us a receipt. We assumed they would call and tell them but instead they just forwarded our payment and they just took this amount off our late/collection fees owed. They put a lien on our property. I tried to call and email to get amount owed and they didn't answer. Scared of loosing our property we brought all paper work to the court house and that is were we are at. The last the court told me was they tried to push forward with foreclosure and they stopped it because we had responded.. I just am so worried for a [REDACTED] dollar HOA they want to take my house I worked all my life for I just don't get it. I am not sure you can help before this is settled in court.,175
17016353,2025-11-04,Payday/title/personal loan,Installment loan,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,Web,"I am filing this complaint regarding an unauthorized hard credit inquiry that was made by Bank Of America. I did not give this company permission to access my credit report, nor did I apply for credit, financing, or any other service with them. I discovered the hard inquiry while reviewing my credit report and was surprised to see that this company had accessed my credit without my knowledge or consent. I have no prior relationship or open account with this lender, and I did not sign any documents authorizing the release of my credit information. This unauthorized inquiry has negatively affected my credit score and created unnecessary concern regarding the security of my personal information. I believe this action violates my rights under the Fair Credit Reporting Act ( FCRA ), which requires that a lender must have a permissible purpose and consumer authorization to access a credit report.",149
10618458,2024-10-29,Checking or savings account,Checking account,JPMORGAN CHASE & CO.,NJ,Web,"I have been with [REDACTED] for [REDACTED] years. I had been a loyal and excellent customers. My credit score of [REDACTED] can prove that. I had my [REDACTED] credit card, my [REDACTED] credit card for [REDACTED] years. I had my checking account, savings account, and my [REDACTED] debit card from my checking account for about a year, around the same time when I started talking with [REDACTED] financial expert about the possibility of using [REDACTED] as my mortgage loaner. [DATE] , without any alerts, [REDACTED] suddenly made a decision to close ALL my mentioned accounts, without immediately notifying me by email or text or [REDACTED] mobile app 's notification. Instead, they sent a snail mail to my address. [DATE] , I got their email, text, app notification regarding this matter, without telling me when I will lose all my accounts. I was shocked. [DATE] , I got their snail mail, notifying me that all my accounts would be closed on [DATE] , and I will NOT be allowed to open any new accounts with [REDACTED] in the future. I immediately called [REDACTED] , even went to the closest [REDACTED] branch, got the same answer over and over from multiple staff, that the decision was final, there was no channel for appeal. Based on their experience, even if I send a fax to their corporation, nobody will answer. Also, nobody could provide an answer or even theory about the reason. ALL the [REDACTED] staff I talked with helped me look into my previous transactions, didn't find ANY red flags. All my recent transactions were grocery shopping near my home ( billing address ), and subway tickets near my home. There was ZERO alerts that notified me about any suspicious transactions. I proved myself clean over and over again, and I got absolutely no extra details or hope to fix the issue. [DATE] , they closed all my accounts, and stated that they won't allow me to open any new accounts with them in the future.",334
18572763,2026-01-08,Vehicle or consumer loan,Loan,FORD MOTOR CREDIT CO.,FL,Web,"Below is the complaint that was sent to consumer financial protection bureau. [REDACTED] fl [REDACTED] Account # [REDACTED] Formal Complaint Regarding Vehicle Repossession and Medical Supplies I strongly disagree with Fords actions regarding the repossession of my vehicle and the handling of my account. My vehicle was repossessed without any prior notice. I was never contacted by text message, phone call, email, or any other form of communication informing me that there was an issue with my account or that repossession was imminent. Prior to the repossession, I spoke with a Ford representative, and at no point was I told there was a problem with my account. At the time of repossession, my wifes prescribed medications and critical medical supplies were inside the vehicle. Despite explaining that this was a medical emergency and that my wife urgently needed her medication, Ford refused to allow us access to retrieve those supplies. I was explicitly told by a Ford representative that if I paid the repossession fee, I would be able to retrieve my vehicle and my wifes medical supplies by noon that same day. Based on that information, I complied and believed the issue would be resolved quickly. I made it very clear during that call that this was a dire situation involving my wifes health. When I called back at noon, expecting to retrieve my vehicle, I was informed for the first time that I would not be getting my vehicle back that day. This caused additional delays and further prevented access to my wifes life-sustaining medications. That delay directly caused my wife to become seriously ill. For approximately [REDACTED] weeks following the repossession, I attempted to negotiate in good faith to recover my vehicle. I offered to pay the repossession fee and any missed payments. Ford refused to negotiate and instead demanded full payoff of the entire loanan amount I had no ability to pay, especially while managing my wifes medical crisis. I contacted Ford repeatedly, reaching out to the customer service department, the redemption center, and the executive office. Not [REDACTED] representative was willing to negotiate or offer a reasonable solution. On multiple occasions, I was hung up on. Promises of callbacks were made and never fulfilled. Emails went unanswered. This was consistent, poor customer service across all departments. Ford continued to work against me rather than with me. I was told the only way to retrieve my",400
17045664,2025-11-05,Credit card,General-purpose credit card or charge card,"Sunbit, Inc.",TX,Web,"[REDACTED] , With great honor I like to complaint against Sunbit credit card company about their confusing update of my all payment, specially from [REDACTED] I started watching this confusion. In [REDACTED] , [REDACTED] I made several payment like [AMOUNT] , [AMOUNT] etc but when I called in their automated phone system to know my ballance on card- I hear the same amount, what I heard before making payment. Then I called to their representatives but they also could not explained it to me. Then I stopped using 99 % of purchase by this card to understand their statement except few number of auto payment, but still I am surprised - at the last week of [REDACTED] , after stopping all purchase, then after [REDACTED] days I called in Automated system to hear my ballance- it said me - "" your last ballance is [AMOUNT] , then I made payment [AMOUNT] , but still it said me- "" your ballance is [AMOUNT] !! But how it possible [REDACTED] ? I called the representative- her name is [REDACTED] - that I was charged [REDACTED] [AMOUNT] , but how its my last ballance again [AMOUNT] ? What it goes my last payment [AMOUNT] ? Same thing happened in [REDACTED] , [REDACTED] also- if you see their statment- I made [AMOUNT] and these type of payment multiple times, but it showed same amount before making payment. Dear [REDACTED] , my life is so hard! My wife is very much sick, she had almost 5 times [REDACTED] , my only son [REDACTED] , I had a car accident and I was in [REDACTED] for [REDACTED] - in this time this type of confusion and I strongly believe - they dont update my made payment.",290
9233324,2024-06-11,Credit card,General-purpose credit card or charge card,M&T BANK CORPORATION,CT,Web,When made the first attempt to pay the card in full within the on time payment window it was denied due to using my [REDACTED] account through [REDACTED] . I was told to try the payments again with the card. I made [REDACTED] more attempts to pay the card in full again each being denied this went on for a few weeks. Each person I spoke to didn't have any information or knowledge of what to do and just blamed the account I was using to pay and when I called [REDACTED] they didn't receive the payment at all. Finally I just used [REDACTED] to pay the balance. Luckily that went through and when I requested the late payment charges be returned and for them to take off the late payment that made my credit score go down over [REDACTED] points they said no. You have to dispute. M & T told me to continue trying the payments which led to the payment being late. I was trying to pay off the entire balance it's not like I couldn't afford to pay it or the minimum. I made it clear to them what I was doing and I felt very discouraged with how I was treated. Now my credit has a late payment on it which I'm still in the process of disputing. I don't use this card and I never will again after this experience. I'm trying to pay down debt in order to buy a house and it's unfortunate that a large company like this is unable to resolve simple issues within their company. Now my house search is on hold due to there inexperienced staff and abilities to not resolve issues within their own company. Hope this helps someone in the future,295
20059920,2026-03-07,Vehicle or consumer loan,Lease,"Exeter Finance, LLC.",IL,Web,Exter financial Last [REDACTED] of account # [REDACTED] Joint application [REDACTED] months And has been sold to [REDACTED] which ive never signed anything with [REDACTED] agreeing to pay them anything servers FCRA LAWS ARE BEING BROKEN ON THIS ACCOUNT AS WELL AS PAYMENTS I NEVER SEEN THIS TYPE OF BEHAVIOR FROM SOMEONE ALLEGEDLY CLAIMING I OWE THEM,57
21769495,2026-04-30,Vehicle or consumer loan,Loan,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Web,"I am filing a complaint against Bank of America regarding my auto loan servicing. I previously set up a payoff/payment for my vehicle loan. The payment was not successfully processed, but I did not receive effective and timely notice that the payoff/payment failed. Bank of America customer service later stated that paper notices were mailed, but I did not receive meaningful notice until approximately [REDACTED] years later, when I received a recent paper letter stating that the loan was delinquent and that additional interest, late fees, and towing/repossession-related fees had been added. I have reviewed the bank account that I used for the payoff/payment at that time and confirmed that the account was active, in good standing, and had sufficient available funds to cover the payoff amount. Therefore, I request that Bank of America provide the specific payment failure record, including the date of the attempted debit, the ACH return/rejection reason code, and any documentation showing why the payment was not successfully processed. The vehicle loan currently has an approximate remaining balance of [AMOUNT] . I dispute the delinquency status, additional interest, late fees, towing/repossession-related fees, and any negative credit reporting resulting from this servicing issue. I also request that Bank of America place an immediate hold on any repossession or towing activity while this dispute is being reviewed.",219
11676782,2025-01-17,Money transfer or virtual currency,Domestic (US) money transfer,"Block, Inc.",CT,Web,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",102
11640237,2025-01-18,Money transfer or virtual currency,Domestic (US) money transfer,"Block, Inc.",TN,Web,"I am filing a complaint against Cash App ( block inc ) due to inadequate customer service and unfair practices which violate the consumer financial protection act. Specifically. Cash app failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account and information vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused me significant loss, tremendous stress on my family and my business and I seek appropriate action for these violations.",106
17875078,2025-11-25,Payday/title/personal loan,Installment loan,"Paramount GR Holdings, LLC",CA,Web,"On [DATE] , I my rental property in [REDACTED] broke. Goodleap was the provider. They installed my AC system with the borrowed amount of [AMOUNT] . The loan amount had an 18 months promotions with Zero interest. There after an APR of [REDACTED] . On [DATE] I paid [AMOUNT] toward the loan. Which leaves a balance of [AMOUNT] . On [DATE] I started paying toward my balance in the amount of [AMOUNT] per month. The promotion period ended on [DATE] . By [DATE] I had paid a total of [AMOUNT] toward my loan. As of [DATE] my loan amount should be [AMOUNT] . However according to Goodleap my balance is [AMOUNT] . They said I had accrued an interest of [AMOUNT] since the day the loan approved and the interest was based on the total loan amount [AMOUNT] , not from the balance owe. This is robbery. I agree and understand to paying the interest of 15.99 APR, but it should be from the balance owe, not the total amount. I have called GoodLeap spoke to the representative and their supervisor, but they refused to work this out for me. This is plain robbery. I had reviewed Goodleap had several lawsuits file by Government agencies ( state ). I am a mere resident with a [REDACTED] . I can not afford for them to rob me off like this. Can you please help me. I have requested for them to submit a claim for me. The claim/case # is [REDACTED] . CEO/Founder is [REDACTED]",254
12469894,2025-03-13,Student loan,Federal student loan servicing,MOHELA,CT,Web,"I have reason to believe that staffers associated with [REDACTED] , operating under the Department of Government Efficiency, improperly and illegally accessed my personal and financial information without my consent. This unauthorized access has compromised my privacy and exposed me to potential financial harm, identity theft, and other risks. I have strong reason to believe that my personal and financial data, including but not limited to my Social Security number, bank account information, credit card details, and income information, was accessed without my authorization by individuals affiliated with [REDACTED] team at the Department of Government Efficiency. At no point did I provide consent for my data to be accessed, shared, or used by these individuals or entities. Furthermore, I am unaware of any legal basis or legitimate purpose that would justify such access. This unauthorized access to my data raises serious concerns about how this information may be used, shared, or exploited. I am particularly concerned about the potential for identity theft, financial fraud, or other malicious activities that could result from this breach. The actions of these individuals demonstrate a blatant disregard for established data privacy laws and regulations, including the Gramm-Leach-Bliley Act ( GLBA ) and the Fair Credit Reporting Act ( FCRA ). I am deeply concerned about the implications of this incident and the potential harm it may cause to my financial well-being and privacy. I trust that the CFPB will take swift and decisive action to address this matter and protect consumers from similar violations in the future.",253
6964535,2023-05-11,Credit reporting,Credit reporting,Experian Information Solutions Inc.,CA,Web,I had a car lease and a car loan with [REDACTED] . It was paid on time and in full. My credit score was lowered due to no record of an installment loan or mortgage. The credit agencys information is incorrect since Ive had a lease and loan This does not show on my credit report. I have a notarized letter from [REDACTED] stating I paid in full and on time. The credit agency refuses to accept it from them stating that they did not originally report it to them.,90
7832398,2023-11-10,Student loan,Federal student loan servicing,"Nelnet, Inc.",MN,Web,"The first email I got from Nelnet was on [DATE] / with my first statement since payments resumed. The amount was [AMOUNT] . I called them and waited on hold for 2.5 hours, once I talked with someone I changed my payment plan from income driven repayment to the extended graduate program. She told me my payment would be [AMOUNT] with a small fee for changing my payment. I got a statement for [AMOUNT] on [REDACTED] I made the payment on [DATE] /. I got an email stating that I needed to call Nelnet and confirm the change of my payment plan on [REDACTED] I called again and waited another 3 hours, but I confirmed the change. On [REDACTED] I got an email with my billing statement that said my payment due was [AMOUNT] . I called Nelnet on [REDACTED] I waited for 3 hours before I talked to someone, and I was on the phone with the lady for 45 minutes. She assured me repeatedly stating that the problem would be fixed and that I could check Nelnet.com again in a few days and the payment due would be changed to [AMOUNT] . I asked her for some sort of email confirmation that stated that my payment was changed and that my payment plan was changed to the extended graduate program. She said they were unable to do that. She again reassured me that the problem was fixed. I looked today on [DATE] / because my bill is due on the [REDACTED] . I logged in and my payment due is still [AMOUNT] . I logged in to student student aid.gov and it is still showing that I have an income driven repayment plan. I am currently on hold with Nelnet for the fourth time and have been on hold so far for 47 minutes.",306
18994020,2026-01-25,Student loan,Federal student loan servicing,"Nelnet, Inc.",FL,Web,"Nelnets response is insufficient and does not satisfy its obligations under the Fair Credit Reporting Act. Nelnets reply consists solely of conclusory statements that it is reporting accurately without providing any documentation, transactional history, reporting codes, or explanation addressing the specific inaccuracies and unexplained gaps in my credit reporting history that were raised in my complaint. My dispute is not whether the loan is currently in good standing. My dispute concerns inaccurate and incomplete historical reporting, including unexplained gaps in payment and deferment status being furnished to consumer reporting agencies. Nelnet did not address these gaps, did not identify what data was furnished for the disputed periods, and did not explain how such reporting complies with accuracy and completeness requirements. Under FCRA 623, Nelnet is required to conduct a reasonable investigation and correct or delete information that is inaccurate or incomplete. Simply stating that the account is current and directing me back to the credit bureaus does not satisfy this obligation. Nelnet failed to provide A complete payment history A complete deferment and forbearance history The Metro 2 reporting codes used for each disputed period Any evidence supporting its assertion that the reporting is accurate and complete This response appears to be boilerplate and does not demonstrate that a reasonable investigation was conducted. I am requesting that the CFPB require Nelnet to remove their tradeline from my credit reports. Produce documentary evidence substantiating the accuracy and completeness of the disputed reporting, including historical data furnished to the CRAs, or Delete the inaccurate and incomplete information being reported Absent such action, Nelnet remains in violation of its duties under the Fair Credit Reporting Act.",273
10994031,2024-12-02,Credit card,General-purpose credit card or charge card,WELLS FARGO & COMPANY,OH,Web,Wells Fargo Visa offered 21 months [REDACTED] percent on balance transfers. In the 21 month period I was given increased credit credit line to [AMOUNT] . Never missed a payment and always paid more than the minimum. I was carrying a balance of [AMOUNT] at month [REDACTED] Wells Fargo reduced my credit limit by [AMOUNT] causing my credit score to fall [REDACTED] points and showed my card at maxed out. I was only notified by the change via snail mail which I received after they reduced my credit.,88
7727905,2023-10-19,Credit card,General-purpose credit card or charge card,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,"Please update my account and remove the inaccurate late payment. I have always paid on time and never missed a payment. This is causing me a lot of stress and anxiety, and I can't even sleep properly because of this problem. I am begging you to update my account as soon as possible.",53
10616641,2024-10-29,Debt or credit management,Debt settlement,ENCORE CAPITAL GROUP INC.,TN,Web,"I have [REDACTED] or [REDACTED] accts with [REDACTED] and Midland Credit. I have contacted both regarding my account with these [REDACTED] They have my case as [REDACTED] and that is not valid. They have denied me any documentation I have asked for and I am in a position where its important this is corrected immediately! I thank you and pray these are removed from my credit since they are false and invalid! Thank you, [REDACTED]",75
